Price,Close,High,Low,Open,Volume
Ticker,TSLA,TSLA,TSLA,TSLA,TSLA
Date,,,,,
2025-02-18,354.1099853515625,359.1000061035156,350.0199890136719,355.010009765625,51631700
2025-02-19,360.55999755859375,367.3399963378906,353.6700134277344,354.0,67094400
2025-02-20,354.3999938964844,362.29998779296875,348.0,361.510009765625,45965400
2025-02-21,337.79998779296875,354.9800109863281,334.4200134277344,353.44000244140625,74058600
2025-02-24,330.5299987792969,342.3999938964844,324.70001220703125,338.1400146484375,76052300
2025-02-25,302.79998779296875,328.8900146484375,297.25,327.0199890136719,134228800
2025-02-26,290.79998779296875,309.0,288.0400085449219,303.7099914550781,100118300
2025-02-27,281.95001220703125,297.2300109863281,280.8800048828125,291.1600036621094,101748200
2025-02-28,292.9800109863281,293.8800048828125,273.6000061035156,279.5,115697000
2025-03-03,284.6499938964844,303.94000244140625,277.29998779296875,300.3399963378906,115551400
2025-03-04,272.0400085449219,284.3500061035156,261.8399963378906,270.92999267578125,126706600
2025-03-05,279.1000061035156,279.54998779296875,267.7099914550781,272.9200134277344,94042900
2025-03-06,263.45001220703125,272.6499938964844,260.0199890136719,272.05999755859375,98451600
2025-03-07,262.6700134277344,266.25,250.72999572753906,259.32000732421875,102369600
2025-03-10,222.14999389648438,253.3699951171875,220.0,252.5399932861328,189076900
2025-03-11,230.5800018310547,237.05999755859375,217.02000427246094,225.30999755859375,174896400
2025-03-12,248.08999633789062,251.83999633789062,241.10000610351562,247.22000122070312,142215700
2025-03-13,240.67999267578125,248.2899932861328,232.60000610351562,248.1300048828125,114813500
2025-03-14,249.97999572753906,251.5800018310547,240.72999572753906,247.30999755859375,100242300
2025-03-17,238.00999450683594,245.39999389648438,232.8000030517578,245.05999755859375,111900600
2025-03-18,225.30999755859375,230.10000610351562,222.27999877929688,228.16000366210938,111477600
2025-03-19,235.86000061035156,241.41000366210938,229.1999969482422,231.61000061035156,111993800
2025-03-20,236.25999450683594,238.0,230.0500030517578,233.35000610351562,99028300
2025-03-21,248.7100067138672,249.52000427246094,234.5500030517578,234.99000549316406,132728700
2025-03-24,278.3900146484375,278.6400146484375,256.3299865722656,258.0799865722656,169079900
2025-03-25,288.1400146484375,288.20001220703125,271.2799987792969,283.6000061035156,150361500
2025-03-26,272.05999755859375,284.8999938964844,266.510009765625,282.6600036621094,153629800
2025-03-27,273.1300048828125,291.8500061035156,271.82000732421875,272.4800109863281,162572100
2025-03-28,263.54998779296875,276.1000061035156,260.57000732421875,275.5799865722656,123809400
2025-03-31,259.1600036621094,260.55999755859375,243.36000061035156,249.30999755859375,134008900
2025-04-01,268.4599914550781,277.45001220703125,259.25,263.79998779296875,146486900
2025-04-02,282.760009765625,284.989990234375,251.27000427246094,254.60000610351562,212787800
2025-04-03,267.2799987792969,276.29998779296875,261.510009765625,265.2900085449219,136174300
2025-04-04,239.42999267578125,261.0,236.0,255.3800048828125,181229400
2025-04-07,233.2899932861328,252.0,214.25,223.77999877929688,183453800
2025-04-08,221.86000061035156,250.44000244140625,217.8000030517578,245.0,171603500
2025-04-09,272.20001220703125,274.69000244140625,223.8800048828125,224.69000244140625,219433400
2025-04-10,252.39999389648438,262.489990234375,239.3300018310547,260.0,181722600
2025-04-11,252.30999755859375,257.739990234375,241.36000061035156,251.83999633789062,128948100
2025-04-14,252.35000610351562,261.79998779296875,245.92999267578125,258.3599853515625,100135200
2025-04-15,254.11000061035156,258.75,247.5399932861328,249.91000366210938,79594300
2025-04-16,241.5500030517578,251.97000122070312,233.88999938964844,247.61000061035156,112378700
