Price,Close,High,Low,Open,Volume
Ticker,TSLA,TSLA,TSLA,TSLA,TSLA
Date,,,,,
2025-02-25,302.79998779296875,328.8900146484375,297.25,327.0199890136719,134228800
2025-02-26,290.79998779296875,309.0,288.0400085449219,303.7099914550781,100118300
2025-02-27,281.95001220703125,297.2300109863281,280.8800048828125,291.1600036621094,101748200
2025-02-28,292.9800109863281,293.8800048828125,273.6000061035156,279.5,115697000
2025-03-03,284.6499938964844,303.94000244140625,277.29998779296875,300.3399963378906,115551400
2025-03-04,272.0400085449219,284.3500061035156,261.8399963378906,270.92999267578125,126706600
2025-03-05,279.1000061035156,279.54998779296875,267.7099914550781,272.9200134277344,94042900
2025-03-06,263.45001220703125,272.6499938964844,260.0199890136719,272.05999755859375,98451600
2025-03-07,262.6700134277344,266.25,250.72999572753906,259.32000732421875,102369600
2025-03-10,222.14999389648438,253.3699951171875,220.0,252.5399932861328,189076900
2025-03-11,230.5800018310547,237.05999755859375,217.02000427246094,225.30999755859375,174896400
2025-03-12,248.08999633789062,251.83999633789062,241.10000610351562,247.22000122070312,142215700
2025-03-13,240.67999267578125,248.2899932861328,232.60000610351562,248.1300048828125,114813500
2025-03-14,249.97999572753906,251.5800018310547,240.72999572753906,247.30999755859375,100242300
2025-03-17,238.00999450683594,245.39999389648438,232.8000030517578,245.05999755859375,111900600
2025-03-18,225.30999755859375,230.10000610351562,222.27999877929688,228.16000366210938,111477600
2025-03-19,235.86000061035156,241.41000366210938,229.1999969482422,231.61000061035156,111993800
2025-03-20,236.25999450683594,238.0,230.0500030517578,233.35000610351562,99028300
2025-03-21,248.7100067138672,249.52000427246094,234.5500030517578,234.99000549316406,132728700
2025-03-24,278.3900146484375,278.6400146484375,256.3299865722656,258.0799865722656,169079900
2025-03-25,288.1400146484375,288.20001220703125,271.2799987792969,283.6000061035156,150361500
2025-03-26,272.05999755859375,284.8999938964844,266.510009765625,282.6600036621094,153629800
2025-03-27,273.1300048828125,291.8500061035156,271.82000732421875,272.4800109863281,162572100
2025-03-28,263.54998779296875,276.1000061035156,260.57000732421875,275.5799865722656,123809400
2025-03-31,259.1600036621094,260.55999755859375,243.36000061035156,249.30999755859375,134008900
2025-04-01,268.4599914550781,277.45001220703125,259.25,263.79998779296875,146486900
2025-04-02,282.760009765625,284.989990234375,251.27000427246094,254.60000610351562,212787800
2025-04-03,267.2799987792969,276.29998779296875,261.510009765625,265.2900085449219,136174300
2025-04-04,239.42999267578125,261.0,236.0,255.3800048828125,181229400
2025-04-07,233.2899932861328,252.0,214.25,223.77999877929688,183453800
2025-04-08,221.86000061035156,250.44000244140625,217.8000030517578,245.0,171603500
2025-04-09,272.20001220703125,274.69000244140625,223.8800048828125,224.69000244140625,219433400
2025-04-10,252.39999389648438,262.489990234375,239.3300018310547,260.0,181722600
2025-04-11,252.30999755859375,257.739990234375,241.36000061035156,251.83999633789062,128948100
2025-04-14,252.35000610351562,261.79998779296875,245.92999267578125,258.3599853515625,100135200
2025-04-15,254.11000061035156,258.75,247.5399932861328,249.91000366210938,79594300
2025-04-16,241.5500030517578,251.97000122070312,233.88999938964844,247.61000061035156,112378700
2025-04-17,241.3699951171875,244.33999633789062,237.67999267578125,243.47000122070312,83404800
2025-04-21,227.5,232.2100067138672,222.7899932861328,230.25999450683594,97768000
2025-04-22,237.97000122070312,242.7899932861328,229.85000610351562,230.9600067138672,120858500
2025-04-23,250.74000549316406,259.45001220703125,244.42999267578125,254.86000061035156,150381900
2025-04-24,259.510009765625,259.5400085449219,249.1999969482422,250.5,94464200
2025-04-25,284.95001220703125,286.8500061035156,259.6300048828125,261.69000244140625,167560700
2025-04-28,285.8800048828125,294.8599853515625,272.4200134277344,288.9800109863281,151731800
2025-04-29,292.0299987792969,293.32000732421875,279.4700012207031,285.5,108906600
2025-04-30,282.1600036621094,284.45001220703125,270.7799987792969,279.8999938964844,128961100
2025-05-01,280.5199890136719,290.8699951171875,279.80999755859375,280.010009765625,99659000
2025-05-02,287.2099914550781,294.7799987792969,279.80999755859375,284.8999938964844,114454700
2025-05-05,280.260009765625,284.8500061035156,274.3999938964844,284.57000732421875,94618900
2025-05-06,275.3500061035156,277.7300109863281,271.3500061035156,273.1099853515625,76715800
2025-05-07,276.2200012207031,277.9200134277344,271.0,276.8800048828125,71592600
2025-05-08,284.82000732421875,289.79998779296875,279.4100036621094,279.6300048828125,97539400
2025-05-09,298.260009765625,307.0400085449219,290.0,290.2099914550781,132387800
2025-05-12,318.3800048828125,322.2099914550781,311.5,321.989990234375,112826700
2025-05-13,334.07000732421875,337.5899963378906,316.79998779296875,320.0,136992600
2025-05-14,347.67999267578125,350.0,337.0,342.5,136997300
2025-05-15,342.82000732421875,346.1400146484375,334.7200012207031,340.3399963378906,97882600
2025-05-16,349.9800109863281,351.6199951171875,342.3299865722656,346.239990234375,95895700
2025-05-19,342.0899963378906,343.0,333.3699951171875,336.29998779296875,88869900
2025-05-20,343.82000732421875,354.989990234375,341.6300048828125,347.8699951171875,131715500
2025-05-21,334.6199951171875,347.3500061035156,332.20001220703125,344.42999267578125,102354800
2025-05-22,341.0400085449219,347.2699890136719,331.3900146484375,331.8999938964844,97113400
2025-05-23,339.3399963378906,343.17999267578125,333.2099914550781,337.9200134277344,84654800
2025-05-27,362.8900146484375,363.7900085449219,347.32000732421875,347.3500061035156,120146400
2025-05-28,356.8999938964844,365.0,355.9100036621094,364.8399963378906,91404300
2025-05-29,358.42999267578125,367.7099914550781,356.0,365.2900085449219,88545700
2025-05-30,346.4599914550781,363.67999267578125,345.2900085449219,355.5199890136719,123474900
2025-06-02,342.69000244140625,348.0199890136719,333.3299865722656,343.5,81873800
2025-06-03,344.2699890136719,355.3999938964844,343.0400085449219,346.6000061035156,99324500
2025-06-04,332.04998779296875,345.6000061035156,327.3299865722656,345.1000061035156,98912100
2025-06-05,284.70001220703125,324.54998779296875,273.2099914550781,322.489990234375,287499800
2025-06-06,295.1400146484375,305.5,291.1400146484375,298.8299865722656,164747700
